NC_000915.1	Prodigal:002006	CDS	217	633	.	-	0	ID=NC_000915_00001;Name=HP0001;gene=HP0001;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:Hp26695_curated_for_HpGP.faa:AAD07074.1;locus_tag=NC_000915_00001;product=Transcription antitermination protein NusB
NC_000915.1	Prodigal:002006	CDS	635	1105	.	-	0	ID=NC_000915_00002;Name=HP0002;gene=HP0002;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:Hp26695_curated_for_HpGP.faa:AAD07075.1;locus_tag=NC_000915_00002;product=6%2C7-dimethyl-8-ribityllumazine synthase
NC_000915.1	Prodigal:002006	CDS	1115	1945	.	-	0	ID=NC_000915_00003;Name=HP0003;gene=HP0003;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:Hp26695_curated_for_HpGP.faa:AAD07076.1;locus_tag=NC_000915_00003;product=2-dehydro-3-deoxyphosphooctonate aldolase
NC_000915.1	Prodigal:002006	CDS	1932	2597	.	-	0	ID=NC_000915_00004;Name=HP0004;gene=HP0004;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:Hp26695_curated_for_HpGP.faa:AAD07077.1;locus_tag=NC_000915_00004;product=Carbonic anhydrase IcfA
NC_000915.1	Prodigal:002006	CDS	2719	3402	.	+	0	ID=NC_000915_00005;Name=HP0005;gene=HP0005;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:Hp26695_curated_for_HpGP.faa:AAD07078.1;locus_tag=NC_000915_00005;product=Orotidine 5'-phosphate decarboxylase PyrF
NC_000915.1	Prodigal:002006	CDS	3403	4233	.	+	0	ID=NC_000915_00006;Name=HP0006;gene=HP0006;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:Hp26695_curated_for_HpGP.faa:AAD07079.1;locus_tag=NC_000915_00006;product=Pantoate-beta-alanine ligase PanC
NC_000915.1	Prodigal:002006	CDS	5241	7145	.	-	0	ID=NC_000915_00012;Name=HP0009;gene=HP0009;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:Hp26695_curated_for_HpGP.faa:WP_042960771.1;locus_tag=NC_000915_00012;product=Outer membrane protein HopZ
NC_000915.1	Prodigal:002006	CDS	7603	9243	.	-	0	ID=NC_000915_00013;Name=HP0010;gene=HP0010;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:Hp26695_curated_for_HpGP.faa:AAD07080.1;locus_tag=NC_000915_00013;product=Chaperone and heat shock protein GroEL
NC_000915.1	Prodigal:002006	CDS	9268	9624	.	-	0	ID=NC_000915_00014;Name=HP0011;gene=HP0011;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:Hp26695_curated_for_HpGP.faa:AAD07081.1;locus_tag=NC_000915_00014;product=Co-chaperone GroES
NC_000915.1	Prodigal:002006	CDS	9911	11590	.	+	0	ID=NC_000915_00015;Name=C694_RS00080;gene=C694_RS00080;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:Hp26695_curated_for_HpGP.faa:WP_000601638.1_7;locus_tag=NC_000915_00015;product=DNA primase
NC_000915.1	Prodigal:002006	CDS	11587	12639	.	+	0	ID=NC_000915_00016;Name=HP0013;gene=HP0013;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:Hp26695_curated_for_HpGP.faa:AAD07083.1;locus_tag=NC_000915_00016;product=tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
NC_000915.1	Prodigal:002006	CDS	12728	13555	.	+	0	ID=NC_000915_00017;Name=HP0014;gene=HP0014;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:Hp26695_curated_for_HpGP.faa:AAD07090.1;locus_tag=NC_000915_00017;product=Valyl-tRNA synthetase
NC_000915.1	Prodigal:002006	CDS	13702	13983	.	+	0	ID=NC_000915_00018;Name=HP0015;gene=HP0015;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:Hp26695_curated_for_HpGP.faa:AAD07091.1;locus_tag=NC_000915_00018;product=ComB2 competence protein
NC_000915.1	Prodigal:002006	CDS	13983	14246	.	+	0	ID=NC_000915_00019;Name=HP0016;gene=HP0016;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:Hp26695_curated_for_HpGP.faa:AAD07092.1;locus_tag=NC_000915_00019;product=ComB3 competence protein
NC_000915.1	Prodigal:002006	CDS	14248	16611	.	+	0	ID=NC_000915_00020;Name=HP0017;gene=HP0017;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:Hp26695_curated_for_HpGP.faa:AAD07086.1;locus_tag=NC_000915_00020;product=ComB4 competence protein%2C virB4 homolog
NC_000915.1	Prodigal:002006	CDS	16932	18272	.	+	0	ID=NC_000915_00021;Name=HP0018;gene=HP0018;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:Hp26695_curated_for_HpGP.faa:AAD07093.1;locus_tag=NC_000915_00021;product=Hypothetical protein HP0018
NC_000915.1	Prodigal:002006	CDS	18380	19345	.	+	0	ID=NC_000915_00022;Name=HP0019;gene=HP0019;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:Hp26695_curated_for_HpGP.faa:AAD07087.1;locus_tag=NC_000915_00022;product=Chemotaxis protein CheV
NC_000915.1	Prodigal:002006	CDS	19342	20559	.	+	0	ID=NC_000915_00023;Name=HP0020;gene=HP0020;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:Hp26695_curated_for_HpGP.faa:AAD07088.1;locus_tag=NC_000915_00023;product=Carboxynorspermidine decarboxylase
